13:05;147
13:05;148
13:05;147
13:05;146
13:05;147
13:05;146
13:05;148
13:05;384
13:05;146
13:05;149
13:05;151
13:05;148
13:05;165
13:05;146
13:05;148
13:05;148
13:05;148
13:05;147
13:05;169
13:05;153
13:05;207
13:05;148
13:05;417
13:05;147
13:05;145
13:06;196
13:06;146
13:06;148
13:06;150
13:06;298
13:06;214
13:06;148
13:06;258
13:06;147
13:06;148
13:06;147
13:06;147
13:06;149
13:06;147
13:06;146
13:06;151
13:06;147
13:06;215
13:06;226
13:06;235
13:06;152
13:06;149
13:06;149
13:06;143
13:06;147
13:06;146
13:06;148
13:06;242
13:06;424
13:07;151
13:07;152
13:07;146
13:07;147
13:07;151
13:07;178
13:07;153
13:07;146
13:07;154
13:07;153
13:07;209
13:07;146
13:07;284
13:07;148
13:07;148
13:07;149
13:07;150
13:07;146
13:07;149
13:07;147
13:07;147
13:07;148
13:07;149
13:07;149
13:07;152
13:07;413
13:07;292
13:07;146
13:07;422
13:07;320
13:08;211
13:08;149
13:08;157
13:08;278
13:08;150
13:08;147
13:08;152
13:08;437
13:08;204
13:08;147
13:08;250
13:08;155
13:08;149
13:08;149
13:08;151
13:08;322
13:08;149
13:08;149
13:08;150
13:08;148
13:08;148
13:08;148
13:08;226
13:08;224
13:08;147
13:08;487
13:08;147
13:08;212
13:08;151
13:09;147
13:09;150
13:09;267
13:09;462
13:09;150
13:09;149
13:09;153
13:09;505
13:09;156
13:09;503
13:09;191
13:09;150
13:09;153
13:09;191
13:09;151
13:09;152
13:09;147
13:09;153
13:09;177
13:09;150
13:09;150
13:09;151
13:09;148
13:09;472
13:09;176
13:09;150
13:09;151
13:09;150
13:09;147
13:09;150
