08:58;1
10:12;1
10:12;1
10:26;1
10:31;1
11:23;1
11:27;1
11:53;1
11:55;1
11:57;1
11:57;1
11:58;1
11:59;1
12:00;1
12:01;1
12:27;1
12:28;1
12:32;1
12:33;1
12:37;1
12:38;1
12:43;1
12:44;1
13:28;1
14:00;1
14:00;1
14:01;1
14:02;1
14:23;1
14:24;1
14:25;1
15:01;1
15:05;1
15:49;1
15:50;1
16:01;1
16:04;1
16:06;1
16:28;1
16:29;1
16:30;1
16:32;1
16:37;1
18:00;1
18:10;1
18:11;1
18:13;1
18:14;1
18:14;1
18:15;1
18:17;1
18:19;1
18:20;1
18:21;1
18:22;1
18:25;1
18:26;1
18:28;1
18:28;1
18:29;1
18:30;1
18:32;1
18:33;1
18:36;1
18:38;1
18:39;1
18:40;1
18:42;1
18:43;1
18:44;1
18:46;1
18:47;1
18:48;1
18:49;1
18:50;1
18:51;1
18:52;1
18:58;1
18:59;1
19:07;1
19:17;1
19:23;1
19:26;1
19:27;1
19:28;1
19:29;1
19:31;1
19:32;1
19:34;1
19:40;1
19:41;1
19:46;1
